example_id,condition,typo_type,location,severity,clean_question,input_question,token_count,token_increase,example_drop,edits
570d26efb3d812140066d493,corrupted,keyboard,any,3,How often are elections held for the Victorian Parliament?,How often are wlectiojs grld for the Victorian Pwrlizment?,18,8,0.0,"[{""edit_num"": 1, ""old"": ""held"", ""new"": ""grld"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [0, 1], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""Parliament"", ""new"": ""Pwrlizment"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [1, 5], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""elections"", ""new"": ""wlectiojs"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [0, 7], ""operation_count"": 2}]"
571127a5a58dae1900cd6cc5,corrupted,keyboard,any,1,On what date did the first railway trip in the world occur?,On what date did the first railway teup in the world occur?,14,1,0.0,"[{""edit_num"": 1, ""old"": ""trip"", ""new"": ""teup"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 7, ""char_indices"": [1, 2], ""operation_count"": 2}]"
571127a5a58dae1900cd6cc5,corrupted,keyboard,any,2,On what date did the first railway trip in the world occur?,On what dwge did the first railway teup in the world occur?,15,2,0.19999999999999996,"[{""edit_num"": 1, ""old"": ""trip"", ""new"": ""teup"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 7, ""char_indices"": [1, 2], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""date"", ""new"": ""dwge"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 2, ""char_indices"": [1, 2], ""operation_count"": 2}]"
571127a5a58dae1900cd6cc5,corrupted,keyboard,any,3,On what date did the first railway trip in the world occur?,On what dwge did the first rsilwqy teup in the world occur?,19,6,0.19999999999999996,"[{""edit_num"": 1, ""old"": ""trip"", ""new"": ""teup"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 7, ""char_indices"": [1, 2], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""date"", ""new"": ""dwge"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 2, ""char_indices"": [1, 2], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""railway"", ""new"": ""rsilwqy"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 6, ""char_indices"": [1, 5], ""operation_count"": 2}]"
571bb2269499d21900609caa,corrupted,keyboard,any,1,What element makes up almost half of the earth's crust by mass?,What element makes up almost half of the esrgh's crust by mass?,16,2,-1.0,"[{""edit_num"": 1, ""old"": ""earth"", ""new"": ""esrgh"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [1, 3], ""operation_count"": 2}]"
571bb2269499d21900609caa,corrupted,keyboard,any,2,What element makes up almost half of the earth's crust by mass?,What element makes up almpsf half of the esrgh's crust by mass?,18,4,-1.0,"[{""edit_num"": 1, ""old"": ""earth"", ""new"": ""esrgh"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [1, 3], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""almost"", ""new"": ""almpsf"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [3, 5], ""operation_count"": 2}]"
571bb2269499d21900609caa,corrupted,keyboard,any,3,What element makes up almost half of the earth's crust by mass?,What element makes up almpsf uzlf of the esrgh's crust by mass?,19,5,-1.0,"[{""edit_num"": 1, ""old"": ""earth"", ""new"": ""esrgh"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [1, 3], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""almost"", ""new"": ""almpsf"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [3, 5], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""half"", ""new"": ""uzlf"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [0, 1], ""operation_count"": 2}]"
571cde695efbb31900334e18,corrupted,keyboard,any,1,Which organic compounds contain the greatest amount of oxygen by mass?,Which organic compounds contain the greatest amount of oshgen by mass?,14,2,0.0,"[{""edit_num"": 1, ""old"": ""oxygen"", ""new"": ""oshgen"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [1, 2], ""operation_count"": 2}]"
571cde695efbb31900334e18,corrupted,keyboard,any,2,Which organic compounds contain the greatest amount of oxygen by mass?,Which organic compounds congaon the greatest amount of oshgen by mass?,16,4,0.0,"[{""edit_num"": 1, ""old"": ""oxygen"", ""new"": ""oshgen"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [1, 2], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""contain"", ""new"": ""congaon"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [3, 5], ""operation_count"": 2}]"
571cde695efbb31900334e18,corrupted,keyboard,any,3,Which organic compounds contain the greatest amount of oxygen by mass?,Which orbanoc compounds congaon the greatest amount of oshgen by mass?,18,6,0.0,"[{""edit_num"": 1, ""old"": ""oxygen"", ""new"": ""oshgen"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [1, 2], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""contain"", ""new"": ""congaon"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [3, 5], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""organic"", ""new"": ""orbanoc"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 1, ""char_indices"": [2, 5], ""operation_count"": 2}]"
5725be0fec44d21400f3d4a5,corrupted,keyboard,any,1,Who originally led the Space Task Group?,Who originally led the Space Task Grojo?,9,1,0.0,"[{""edit_num"": 1, ""old"": ""Group"", ""new"": ""Grojo"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 6, ""char_indices"": [3, 4], ""operation_count"": 2}]"
5725be0fec44d21400f3d4a5,corrupted,keyboard,any,2,Who originally led the Space Task Group?,Who origihallh led the Space Task Grojo?,12,4,0.0,"[{""edit_num"": 1, ""old"": ""Group"", ""new"": ""Grojo"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 6, ""char_indices"": [3, 4], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""originally"", ""new"": ""origihallh"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 1, ""char_indices"": [5, 9], ""operation_count"": 2}]"
5725be0fec44d21400f3d4a5,corrupted,keyboard,any,3,Who originally led the Space Task Group?,Who origihallh led the Space Rawk Grojo?,13,5,0.0,"[{""edit_num"": 1, ""old"": ""Group"", ""new"": ""Grojo"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 6, ""char_indices"": [3, 4], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""originally"", ""new"": ""origihallh"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 1, ""char_indices"": [5, 9], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""Task"", ""new"": ""Rawk"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [0, 2], ""operation_count"": 2}]"
5725d662ec44d21400f3d687,corrupted,keyboard,any,1,How many large public parks does Fresno have?,How many large public pstks does Fresno have?,10,1,0.0,"[{""edit_num"": 1, ""old"": ""parks"", ""new"": ""pstks"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [1, 2], ""operation_count"": 2}]"
5725d662ec44d21400f3d687,corrupted,keyboard,any,2,How many large public parks does Fresno have?,How many large public pstks cors Fresno have?,10,1,0.0,"[{""edit_num"": 1, ""old"": ""parks"", ""new"": ""pstks"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [1, 2], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""does"", ""new"": ""cors"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [0, 2], ""operation_count"": 2}]"
5725d662ec44d21400f3d687,corrupted,keyboard,any,3,How many large public parks does Fresno have?,How many large public pstks cors Frssnk have?,12,3,0.0,"[{""edit_num"": 1, ""old"": ""parks"", ""new"": ""pstks"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [1, 2], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""does"", ""new"": ""cors"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [0, 2], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""Fresno"", ""new"": ""Frssnk"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 6, ""char_indices"": [2, 5], ""operation_count"": 2}]"
5725e748ec44d21400f3d733,corrupted,keyboard,any,1,What type of homes is Fresno known for?,Shst type of homes is Fresno known for?,10,1,0.0,"[{""edit_num"": 1, ""old"": ""What"", ""new"": ""Shst"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 0, ""char_indices"": [0, 2], ""operation_count"": 2}]"
5725e748ec44d21400f3d733,corrupted,keyboard,any,2,What type of homes is Fresno known for?,Shst type of hkjes is Fresno known for?,11,2,-0.8181818181818182,"[{""edit_num"": 1, ""old"": ""What"", ""new"": ""Shst"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 0, ""char_indices"": [0, 2], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""homes"", ""new"": ""hkjes"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [1, 2], ""operation_count"": 2}]"
5725e748ec44d21400f3d733,corrupted,keyboard,any,3,What type of homes is Fresno known for?,Shst type of hkjes is Feesjo known for?,12,3,0.1818181818181818,"[{""edit_num"": 1, ""old"": ""What"", ""new"": ""Shst"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 0, ""char_indices"": [0, 2], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""homes"", ""new"": ""hkjes"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [1, 2], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""Fresno"", ""new"": ""Feesjo"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [1, 4], ""operation_count"": 2}]"
5726400589a1e219009ac5f2,corrupted,keyboard,any,1,How many different species of ctenohore are there?,How kzny different species of ctenohore are there?,13,1,0.09090909090909083,"[{""edit_num"": 1, ""old"": ""many"", ""new"": ""kzny"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 1, ""char_indices"": [0, 1], ""operation_count"": 2}]"
5726400589a1e219009ac5f2,corrupted,keyboard,any,2,How many different species of ctenohore are there?,How kzny different species of ctwnohoee are there?,13,1,0.5454545454545455,"[{""edit_num"": 1, ""old"": ""many"", ""new"": ""kzny"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 1, ""char_indices"": [0, 1], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""ctenohore"", ""new"": ""ctwnohoee"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [2, 7], ""operation_count"": 2}]"
5726400589a1e219009ac5f2,corrupted,keyboard,any,3,How many different species of ctenohore are there?,How kzny ciffdrent species of ctwnohoee are there?,16,4,0.09090909090909083,"[{""edit_num"": 1, ""old"": ""many"", ""new"": ""kzny"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 1, ""char_indices"": [0, 1], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""ctenohore"", ""new"": ""ctwnohoee"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [2, 7], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""different"", ""new"": ""ciffdrent"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 2, ""char_indices"": [0, 4], ""operation_count"": 2}]"
5726d9935951b619008f7ff1,corrupted,keyboard,any,1,What types of preparation do pharmacists have?,What types of preparation do phatkacists have?,10,1,0.0,"[{""edit_num"": 1, ""old"": ""pharmacists"", ""new"": ""phatkacists"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [3, 4], ""operation_count"": 2}]"
5726d9935951b619008f7ff1,corrupted,keyboard,any,2,What types of preparation do pharmacists have?,Wjay types of preparation do phatkacists have?,11,2,1.0,"[{""edit_num"": 1, ""old"": ""pharmacists"", ""new"": ""phatkacists"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [3, 4], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""What"", ""new"": ""Wjay"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 0, ""char_indices"": [1, 3], ""operation_count"": 2}]"
5726d9935951b619008f7ff1,corrupted,keyboard,any,3,What types of preparation do pharmacists have?,Wjay types of preparation do phatkacists uqve?,13,4,1.0,"[{""edit_num"": 1, ""old"": ""pharmacists"", ""new"": ""phatkacists"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [3, 4], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""What"", ""new"": ""Wjay"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 0, ""char_indices"": [1, 3], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""have"", ""new"": ""uqve"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 6, ""char_indices"": [0, 1], ""operation_count"": 2}]"
5727e9523acd2414000def99,corrupted,keyboard,any,1,How is income determined in a market with variously skilled workers?,How is income determined in a market with variously skilker workers?,15,2,0.2666666666666666,"[{""edit_num"": 1, ""old"": ""skilled"", ""new"": ""skilker"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 9, ""char_indices"": [4, 6], ""operation_count"": 2}]"
5727e9523acd2414000def99,corrupted,keyboard,any,2,How is income determined in a market with variously skilled workers?,How is income degermoned in a market with variously skilker workers?,18,5,0.6175438596491227,"[{""edit_num"": 1, ""old"": ""skilled"", ""new"": ""skilker"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 9, ""char_indices"": [4, 6], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""determined"", ""new"": ""degermoned"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [2, 6], ""operation_count"": 2}]"
5727e9523acd2414000def99,corrupted,keyboard,any,3,How is income determined in a market with variously skilled workers?,How is income degermoned in a market with variously skilker wodksrs?,21,8,0.6175438596491227,"[{""edit_num"": 1, ""old"": ""skilled"", ""new"": ""skilker"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 9, ""char_indices"": [4, 6], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""determined"", ""new"": ""degermoned"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [2, 6], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""workers"", ""new"": ""wodksrs"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 10, ""char_indices"": [2, 4], ""operation_count"": 2}]"
5727f44c2ca10214002d9a33,corrupted,keyboard,any,1,What creatures were the most popular monsters in the series?,What creatures qdre the most popular monsters in the series?,12,1,0.0,"[{""edit_num"": 1, ""old"": ""were"", ""new"": ""qdre"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 2, ""char_indices"": [0, 1], ""operation_count"": 2}]"
5727f44c2ca10214002d9a33,corrupted,keyboard,any,2,What creatures were the most popular monsters in the series?,What crdaturss qdre the most popular monsters in the series?,15,4,0.0,"[{""edit_num"": 1, ""old"": ""were"", ""new"": ""qdre"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 2, ""char_indices"": [0, 1], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""creatures"", ""new"": ""crdaturss"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 1, ""char_indices"": [2, 7], ""operation_count"": 2}]"
5727f44c2ca10214002d9a33,corrupted,keyboard,any,3,What creatures were the most popular monsters in the series?,What crdaturss qdre the most popular jonstefs in the series?,17,6,0.0,"[{""edit_num"": 1, ""old"": ""were"", ""new"": ""qdre"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 2, ""char_indices"": [0, 1], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""creatures"", ""new"": ""crdaturss"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 1, ""char_indices"": [2, 7], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""monsters"", ""new"": ""jonstefs"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 6, ""char_indices"": [0, 6], ""operation_count"": 2}]"
5727f746ff5b5019007d9960,corrupted,keyboard,any,1,What was the name of the first episode of the new Doctor Who series?,What was the haje of the first episode of the new Doctor Who series?,16,1,0.8666666666666667,"[{""edit_num"": 1, ""old"": ""name"", ""new"": ""haje"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [0, 2], ""operation_count"": 2}]"
5727f746ff5b5019007d9960,corrupted,keyboard,any,2,What was the name of the first episode of the new Doctor Who series?,What was the haje of the fiedt episode of the new Doctor Who series?,18,3,0.75,"[{""edit_num"": 1, ""old"": ""name"", ""new"": ""haje"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [0, 2], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""first"", ""new"": ""fiedt"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 6, ""char_indices"": [2, 3], ""operation_count"": 2}]"
5727f746ff5b5019007d9960,corrupted,keyboard,any,3,What was the name of the first episode of the new Doctor Who series?,What was the haje of the fiedt episode of the new Doctor Who derirs?,19,4,0.75,"[{""edit_num"": 1, ""old"": ""name"", ""new"": ""haje"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [0, 2], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""first"", ""new"": ""fiedt"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 6, ""char_indices"": [2, 3], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""series"", ""new"": ""derirs"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 13, ""char_indices"": [0, 4], ""operation_count"": 2}]"
5728455bff5b5019007da078,corrupted,keyboard,any,1,What tool has measured the amount of dust that travels from the Sahara to the Amazon?,What tool has measured the amount of dust thsg travels from the Sahara to the Amazon?,18,1,0.0,"[{""edit_num"": 1, ""old"": ""that"", ""new"": ""thsg"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [2, 3], ""operation_count"": 2}]"
5728455bff5b5019007da078,corrupted,keyboard,any,2,What tool has measured the amount of dust that travels from the Sahara to the Amazon?,Ahar tool has measured the amount of dust thsg travels from the Sahara to the Amazon?,19,2,0.0,"[{""edit_num"": 1, ""old"": ""that"", ""new"": ""thsg"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [2, 3], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""What"", ""new"": ""Ahar"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 0, ""char_indices"": [0, 3], ""operation_count"": 2}]"
5728455bff5b5019007da078,corrupted,keyboard,any,3,What tool has measured the amount of dust that travels from the Sahara to the Amazon?,Ahar tool has measured the amount of dust thsg tracwls from the Sahara to the Amazon?,22,5,0.0,"[{""edit_num"": 1, ""old"": ""that"", ""new"": ""thsg"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [2, 3], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""What"", ""new"": ""Ahar"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 0, ""char_indices"": [0, 3], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""travels"", ""new"": ""tracwls"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 9, ""char_indices"": [3, 4], ""operation_count"": 2}]"
5728d5793acd2414000dffb7,corrupted,keyboard,any,1,How was the civil disobedience shown in Antigone?,How was the civil disobedience ahowm in Antigone?,14,2,0.935483870967742,"[{""edit_num"": 1, ""old"": ""shown"", ""new"": ""ahowm"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [0, 4], ""operation_count"": 2}]"
5728d5793acd2414000dffb7,corrupted,keyboard,any,2,How was the civil disobedience shown in Antigone?,How was the civil disobediejcw ahowm in Antigone?,15,3,0.935483870967742,"[{""edit_num"": 1, ""old"": ""shown"", ""new"": ""ahowm"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [0, 4], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""disobedience"", ""new"": ""disobediejcw"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [9, 11], ""operation_count"": 2}]"
5728d5793acd2414000dffb7,corrupted,keyboard,any,3,How was the civil disobedience shown in Antigone?,How was the civil disobediejcw ahowm in Sntiyone?,16,4,0.935483870967742,"[{""edit_num"": 1, ""old"": ""shown"", ""new"": ""ahowm"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [0, 4], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""disobedience"", ""new"": ""disobediejcw"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [9, 11], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""Antigone"", ""new"": ""Sntiyone"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 7, ""char_indices"": [0, 4], ""operation_count"": 2}]"
5728f2e26aef051400154898,corrupted,keyboard,any,1,What field involves the study of the immune system?,What field invopvws the study of the immune system?,13,3,0.0,"[{""edit_num"": 1, ""old"": ""involves"", ""new"": ""invopvws"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 2, ""char_indices"": [4, 6], ""operation_count"": 2}]"
5728f2e26aef051400154898,corrupted,keyboard,any,2,What field involves the study of the immune system?,Qhwt field invopvws the study of the immune system?,15,5,0.0,"[{""edit_num"": 1, ""old"": ""involves"", ""new"": ""invopvws"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 2, ""char_indices"": [4, 6], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""What"", ""new"": ""Qhwt"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 0, ""char_indices"": [0, 2], ""operation_count"": 2}]"
5728f2e26aef051400154898,corrupted,keyboard,any,3,What field involves the study of the immune system?,Qhwt field invopvws the study of the immune ststek?,17,7,0.0,"[{""edit_num"": 1, ""old"": ""involves"", ""new"": ""invopvws"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 2, ""char_indices"": [4, 6], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""What"", ""new"": ""Qhwt"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 0, ""char_indices"": [0, 2], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""system"", ""new"": ""ststek"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [1, 5], ""operation_count"": 2}]"
57291fb4af94a219006aa0b5,corrupted,keyboard,any,1,What has caused China to suspend their railway project?,What has caused Dhinw to suspend their railway project?,12,2,0.6666666666666666,"[{""edit_num"": 1, ""old"": ""China"", ""new"": ""Dhinw"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [0, 4], ""operation_count"": 2}]"
57291fb4af94a219006aa0b5,corrupted,keyboard,any,2,What has caused China to suspend their railway project?,Ehzt has caused Dhinw to suspend their railway project?,14,4,0.6666666666666666,"[{""edit_num"": 1, ""old"": ""China"", ""new"": ""Dhinw"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [0, 4], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""What"", ""new"": ""Ehzt"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 0, ""char_indices"": [0, 2], ""operation_count"": 2}]"
