model,model_revision,backend,task,example_id,keyword_strategy,clean_question,context,reference,question_word_count,condition,typo_type,location,severity,actual_severity,severity_achieved,typo_difficulty,mitigation,input_question,corruption_seed,edits,corruption_replicate,actual_char_operations,prediction,em,f1,semantic_correct,accuracy,latency_seconds,error,token_count,clean_token_count,token_increase,clean_example_score,example_drop,x,y
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,5705eb3375f01819005e7767,idf,"Other than the motion picture and television industry, what other major industry is centered in Los Angeles?","The motion picture, television, and music industry is centered on the Los Angeles in southern California. Hollywood, a district within Los Angeles, is also a name associated with the motion picture industry. Headquartered in southern California are The Walt Disney Company (which also owns ABC), Sony Pictures, Universal, MGM, Paramount Pictures, 20th Century Fox, and Warner Brothers. Universal, Warner Brothers, and Sony also run major record companies as well.","[""music"", ""major record companies""]",17,corrupted,keyboard,any,2,2,True,hard,none,"Other yhaj the motion picture and gelevisipn industry, what other major industry is centered in Los Angeles?",43927046.0,"[{""edit_num"": 1, ""old"": ""television"", ""new"": ""gelevisipn"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 6, ""char_indices"": [0, 8], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""than"", ""new"": ""yhaj"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 1, ""char_indices"": [0, 3], ""operation_count"": 2}]",0.0,4,television,0.0,0.0,0.0,,0.5905447830009507,,24,19,5,1.0,1.0,7.8053946,5.9391794
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,5705eb3375f01819005e7767,idf,"Other than the motion picture and television industry, what other major industry is centered in Los Angeles?","The motion picture, television, and music industry is centered on the Los Angeles in southern California. Hollywood, a district within Los Angeles, is also a name associated with the motion picture industry. Headquartered in southern California are The Walt Disney Company (which also owns ABC), Sony Pictures, Universal, MGM, Paramount Pictures, 20th Century Fox, and Warner Brothers. Universal, Warner Brothers, and Sony also run major record companies as well.","[""music"", ""major record companies""]",17,corrupted,keyboard,any,3,3,True,hard,none,"Other yhaj the motion picture and gelevisipn industry, wyst other major industry is centered in Los Angeles?",43927046.0,"[{""edit_num"": 1, ""old"": ""television"", ""new"": ""gelevisipn"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 6, ""char_indices"": [0, 8], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""than"", ""new"": ""yhaj"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 1, ""char_indices"": [0, 3], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""what"", ""new"": ""wyst"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [1, 2], ""operation_count"": 2}]",0.0,6,television,0.0,0.0,0.0,,0.5718295320002653,,24,19,5,1.0,1.0,11.369814,5.264775
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,570603c475f01819005e7884,idf,What is the state average growth rate?,"As of the 2010 United States Census, southern California has a population of 22,680,010. Despite a reputation for high growth rates, southern California's rate grew less than the state average of 10.0% in the 2000s as California's growth became concentrated in the northern part of the state due to a stronger, tech-oriented economy in the Bay Area and an emerging Greater Sacramento region.","[""10.0%"", ""10.0%"", ""10.0%""]",7,clean,none,none,0,0,True,none,none,What is the state average growth rate?,,[],,0,10.0%,1.0,1.0,1.0,,0.5983129400010512,,8,8,0,1.0,0.0,-18.387892,1.5284599
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,570603c475f01819005e7884,idf,What is the state average growth rate?,"As of the 2010 United States Census, southern California has a population of 22,680,010. Despite a reputation for high growth rates, southern California's rate grew less than the state average of 10.0% in the 2000s as California's growth became concentrated in the northern part of the state due to a stronger, tech-oriented economy in the Bay Area and an emerging Greater Sacramento region.","[""10.0%"", ""10.0%"", ""10.0%""]",7,corrupted,keyboard,any,1,1,True,hard,none,Wgzt is the state average growth rate?,42486038.0,"[{""edit_num"": 1, ""old"": ""What"", ""new"": ""Wgzt"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 0, ""char_indices"": [1, 2], ""operation_count"": 2}]",0.0,2,10.0%,1.0,1.0,1.0,,0.6541831430004095,,10,8,2,1.0,0.0,3.7418973,2.034052
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,570603c475f01819005e7884,idf,What is the state average growth rate?,"As of the 2010 United States Census, southern California has a population of 22,680,010. Despite a reputation for high growth rates, southern California's rate grew less than the state average of 10.0% in the 2000s as California's growth became concentrated in the northern part of the state due to a stronger, tech-oriented economy in the Bay Area and an emerging Greater Sacramento region.","[""10.0%"", ""10.0%"", ""10.0%""]",7,corrupted,keyboard,any,2,2,True,hard,none,Wgzt is the state average groayh rate?,42486038.0,"[{""edit_num"": 1, ""old"": ""What"", ""new"": ""Wgzt"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 0, ""char_indices"": [1, 2], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""growth"", ""new"": ""groayh"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [3, 4], ""operation_count"": 2}]",0.0,4,10.0,1.0,1.0,1.0,,0.6046205740003643,,12,8,4,1.0,0.0,14.239878,3.5857763
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,570603c475f01819005e7884,idf,What is the state average growth rate?,"As of the 2010 United States Census, southern California has a population of 22,680,010. Despite a reputation for high growth rates, southern California's rate grew less than the state average of 10.0% in the 2000s as California's growth became concentrated in the northern part of the state due to a stronger, tech-oriented economy in the Bay Area and an emerging Greater Sacramento region.","[""10.0%"", ""10.0%"", ""10.0%""]",7,corrupted,keyboard,any,3,3,True,hard,none,Wgzt is the state avwdage groayh rate?,42486038.0,"[{""edit_num"": 1, ""old"": ""What"", ""new"": ""Wgzt"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 0, ""char_indices"": [1, 2], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""growth"", ""new"": ""groayh"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [3, 4], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""average"", ""new"": ""avwdage"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [2, 3], ""operation_count"": 2}]",0.0,6,10.0,1.0,1.0,1.0,,0.6301927040003648,,14,8,6,1.0,0.0,20.318314,4.5939775
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,57097051ed30961900e84135,idf,Who did BSkyB compete with initially?,"BSkyB's digital service was officially launched on 1 October 1998 under the name Sky Digital, although small-scale tests were carried out before then. At this time the use of the Sky Digital brand made an important distinction between the new service and Sky's analogue services. Key selling points were the improvement in picture and sound quality, increased number of channels and an interactive service branded Open.... now called Sky Active, BSkyB competed with the ONdigital (later ITV Digital) terrestrial offering and cable services. Within 30 days, over 100,000 digiboxes had been sold, which help bolstered BSkyB's decision to give away free digiboxes and minidishes from May 1999.","[""ONdigital"", ""ONdigital"", ""ONdigital""]",6,clean,none,none,0,0,True,none,none,Who did BSkyB compete with initially?,,[],,0,ONdigital,1.0,1.0,1.0,,0.75247959599983,,9,9,0,1.0,0.0,-9.753749,-9.3797
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,57097051ed30961900e84135,idf,Who did BSkyB compete with initially?,"BSkyB's digital service was officially launched on 1 October 1998 under the name Sky Digital, although small-scale tests were carried out before then. At this time the use of the Sky Digital brand made an important distinction between the new service and Sky's analogue services. Key selling points were the improvement in picture and sound quality, increased number of channels and an interactive service branded Open.... now called Sky Active, BSkyB competed with the ONdigital (later ITV Digital) terrestrial offering and cable services. Within 30 days, over 100,000 digiboxes had been sold, which help bolstered BSkyB's decision to give away free digiboxes and minidishes from May 1999.","[""ONdigital"", ""ONdigital"", ""ONdigital""]",6,corrupted,keyboard,any,1,1,True,hard,none,Who did BSkyB compete with iniriakly?,43546780.0,"[{""edit_num"": 1, ""old"": ""initially"", ""new"": ""iniriakly"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [3, 6], ""operation_count"": 2}]",0.0,2,ONdigital,1.0,1.0,1.0,,0.7283315889999358,,12,9,3,1.0,0.0,-2.8688478,-7.4708543
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,57097051ed30961900e84135,idf,Who did BSkyB compete with initially?,"BSkyB's digital service was officially launched on 1 October 1998 under the name Sky Digital, although small-scale tests were carried out before then. At this time the use of the Sky Digital brand made an important distinction between the new service and Sky's analogue services. Key selling points were the improvement in picture and sound quality, increased number of channels and an interactive service branded Open.... now called Sky Active, BSkyB competed with the ONdigital (later ITV Digital) terrestrial offering and cable services. Within 30 days, over 100,000 digiboxes had been sold, which help bolstered BSkyB's decision to give away free digiboxes and minidishes from May 1999.","[""ONdigital"", ""ONdigital"", ""ONdigital""]",6,corrupted,keyboard,any,2,2,True,hard,none,Who did HAkyB compete with iniriakly?,43546780.0,"[{""edit_num"": 1, ""old"": ""initially"", ""new"": ""iniriakly"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [3, 6], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""BSkyB"", ""new"": ""HAkyB"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 2, ""char_indices"": [0, 1], ""operation_count"": 2}]",0.0,4,ONdigital,1.0,1.0,1.0,,0.7493141399991146,,12,9,3,1.0,0.0,2.1475887,-7.3520937
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,57097051ed30961900e84135,idf,Who did BSkyB compete with initially?,"BSkyB's digital service was officially launched on 1 October 1998 under the name Sky Digital, although small-scale tests were carried out before then. At this time the use of the Sky Digital brand made an important distinction between the new service and Sky's analogue services. Key selling points were the improvement in picture and sound quality, increased number of channels and an interactive service branded Open.... now called Sky Active, BSkyB competed with the ONdigital (later ITV Digital) terrestrial offering and cable services. Within 30 days, over 100,000 digiboxes had been sold, which help bolstered BSkyB's decision to give away free digiboxes and minidishes from May 1999.","[""ONdigital"", ""ONdigital"", ""ONdigital""]",6,corrupted,keyboard,any,3,3,True,hard,none,Who did HAkyB compete wifj iniriakly?,43546780.0,"[{""edit_num"": 1, ""old"": ""initially"", ""new"": ""iniriakly"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [3, 6], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""BSkyB"", ""new"": ""HAkyB"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 2, ""char_indices"": [0, 1], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""with"", ""new"": ""wifj"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [2, 3], ""operation_count"": 2}]",0.0,6,ONdigital,1.0,1.0,1.0,,0.7511203979993297,,14,9,5,1.0,0.0,14.166011,-5.373219
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,570d26efb3d812140066d493,idf,How often are elections held for the Victorian Parliament?,"In November 2006, the Victorian Legislative Council elections were held under a new multi-member proportional representation system. The State of Victoria was divided into eight electorates with each electorate represented by five representatives elected by Single Transferable Vote. The total number of upper house members was reduced from 44 to 40 and their term of office is now the same as the lower house members—four years. Elections for the Victorian Parliament are now fixed and occur in November every four years. Prior to the 2006 election, the Legislative Council consisted of 44 members elected to eight-year terms from 22 two-member electorates.","[""every four years"", ""every four years"", ""four years""]",9,clean,none,none,0,0,True,none,none,How often are elections held for the Victorian Parliament?,,[],,0,every four years,1.0,1.0,1.0,,0.7056330169998546,,10,10,0,1.0,0.0,-21.457933,-3.5477455
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,570d26efb3d812140066d493,idf,How often are elections held for the Victorian Parliament?,"In November 2006, the Victorian Legislative Council elections were held under a new multi-member proportional representation system. The State of Victoria was divided into eight electorates with each electorate represented by five representatives elected by Single Transferable Vote. The total number of upper house members was reduced from 44 to 40 and their term of office is now the same as the lower house members—four years. Elections for the Victorian Parliament are now fixed and occur in November every four years. Prior to the 2006 election, the Legislative Council consisted of 44 members elected to eight-year terms from 22 two-member electorates.","[""every four years"", ""every four years"", ""four years""]",9,corrupted,keyboard,any,1,1,True,hard,none,How often are elections grld for the Victorian Parliament?,42205842.0,"[{""edit_num"": 1, ""old"": ""held"", ""new"": ""grld"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [0, 1], ""operation_count"": 2}]",0.0,2,every four years,1.0,1.0,1.0,,0.748105337999732,,11,10,1,1.0,0.0,-8.407403,-1.7961644
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,570d26efb3d812140066d493,idf,How often are elections held for the Victorian Parliament?,"In November 2006, the Victorian Legislative Council elections were held under a new multi-member proportional representation system. The State of Victoria was divided into eight electorates with each electorate represented by five representatives elected by Single Transferable Vote. The total number of upper house members was reduced from 44 to 40 and their term of office is now the same as the lower house members—four years. Elections for the Victorian Parliament are now fixed and occur in November every four years. Prior to the 2006 election, the Legislative Council consisted of 44 members elected to eight-year terms from 22 two-member electorates.","[""every four years"", ""every four years"", ""four years""]",9,corrupted,keyboard,any,2,2,True,hard,none,How often are elections grld for the Victorian Pwrlizment?,42205842.0,"[{""edit_num"": 1, ""old"": ""held"", ""new"": ""grld"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [0, 1], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""Parliament"", ""new"": ""Pwrlizment"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [1, 5], ""operation_count"": 2}]",0.0,4,every four years,1.0,1.0,1.0,,0.7534656360003282,,15,10,5,1.0,0.0,4.46017,-0.12866941
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,570d26efb3d812140066d493,idf,How often are elections held for the Victorian Parliament?,"In November 2006, the Victorian Legislative Council elections were held under a new multi-member proportional representation system. The State of Victoria was divided into eight electorates with each electorate represented by five representatives elected by Single Transferable Vote. The total number of upper house members was reduced from 44 to 40 and their term of office is now the same as the lower house members—four years. Elections for the Victorian Parliament are now fixed and occur in November every four years. Prior to the 2006 election, the Legislative Council consisted of 44 members elected to eight-year terms from 22 two-member electorates.","[""every four years"", ""every four years"", ""four years""]",9,corrupted,keyboard,any,3,3,True,hard,none,How often are wlectiojs grld for the Victorian Pwrlizment?,42205842.0,"[{""edit_num"": 1, ""old"": ""held"", ""new"": ""grld"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [0, 1], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""Parliament"", ""new"": ""Pwrlizment"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [1, 5], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""elections"", ""new"": ""wlectiojs"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [0, 7], ""operation_count"": 2}]",0.0,6,every four years,1.0,1.0,1.0,,0.7804247660005785,,18,10,8,1.0,0.0,13.146098,1.3504789
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,571127a5a58dae1900cd6cc5,idf,On what date did the first railway trip in the world occur?,"The first full-scale working railway steam locomotive was built by Richard Trevithick in the United Kingdom and, on 21 February 1804, the world's first railway journey took place as Trevithick's unnamed steam locomotive hauled a train along the tramway from the Pen-y-darren ironworks, near Merthyr Tydfil to Abercynon in south Wales. The design incorporated a number of important innovations that included using high-pressure steam which reduced the weight of the engine and increased its efficiency. Trevithick visited the Newcastle area later in 1804 and the colliery railways in north-east England became the leading centre for experimentation and development of steam locomotives.","[""21 February 1804"", ""21 February 1804"", ""21 February 1804""]",12,clean,none,none,0,0,True,none,none,On what date did the first railway trip in the world occur?,,[],,0,21 February 1804,1.0,1.0,1.0,,0.8422297659999458,,13,13,0,1.0,0.0,-17.729229,-3.2496963
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,571127a5a58dae1900cd6cc5,idf,On what date did the first railway trip in the world occur?,"The first full-scale working railway steam locomotive was built by Richard Trevithick in the United Kingdom and, on 21 February 1804, the world's first railway journey took place as Trevithick's unnamed steam locomotive hauled a train along the tramway from the Pen-y-darren ironworks, near Merthyr Tydfil to Abercynon in south Wales. The design incorporated a number of important innovations that included using high-pressure steam which reduced the weight of the engine and increased its efficiency. Trevithick visited the Newcastle area later in 1804 and the colliery railways in north-east England became the leading centre for experimentation and development of steam locomotives.","[""21 February 1804"", ""21 February 1804"", ""21 February 1804""]",12,corrupted,keyboard,any,1,1,True,hard,none,On what date did the first railway teup in the world occur?,43366654.0,"[{""edit_num"": 1, ""old"": ""trip"", ""new"": ""teup"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 7, ""char_indices"": [1, 2], ""operation_count"": 2}]",0.0,2,21 February 1804,1.0,1.0,1.0,,0.832557996000105,,14,13,1,1.0,0.0,-9.412228,-1.5811406
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,571127a5a58dae1900cd6cc5,idf,On what date did the first railway trip in the world occur?,"The first full-scale working railway steam locomotive was built by Richard Trevithick in the United Kingdom and, on 21 February 1804, the world's first railway journey took place as Trevithick's unnamed steam locomotive hauled a train along the tramway from the Pen-y-darren ironworks, near Merthyr Tydfil to Abercynon in south Wales. The design incorporated a number of important innovations that included using high-pressure steam which reduced the weight of the engine and increased its efficiency. Trevithick visited the Newcastle area later in 1804 and the colliery railways in north-east England became the leading centre for experimentation and development of steam locomotives.","[""21 February 1804"", ""21 February 1804"", ""21 February 1804""]",12,corrupted,keyboard,any,2,2,True,hard,none,On what dwge did the first railway teup in the world occur?,43366654.0,"[{""edit_num"": 1, ""old"": ""trip"", ""new"": ""teup"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 7, ""char_indices"": [1, 2], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""date"", ""new"": ""dwge"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 2, ""char_indices"": [1, 2], ""operation_count"": 2}]",0.0,4,21 February,0.0,0.8,0.0,,0.7284652109992749,,15,13,2,1.0,0.19999999999999996,3.006206,1.5785836
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,571127a5a58dae1900cd6cc5,idf,On what date did the first railway trip in the world occur?,"The first full-scale working railway steam locomotive was built by Richard Trevithick in the United Kingdom and, on 21 February 1804, the world's first railway journey took place as Trevithick's unnamed steam locomotive hauled a train along the tramway from the Pen-y-darren ironworks, near Merthyr Tydfil to Abercynon in south Wales. The design incorporated a number of important innovations that included using high-pressure steam which reduced the weight of the engine and increased its efficiency. Trevithick visited the Newcastle area later in 1804 and the colliery railways in north-east England became the leading centre for experimentation and development of steam locomotives.","[""21 February 1804"", ""21 February 1804"", ""21 February 1804""]",12,corrupted,keyboard,any,3,3,True,hard,none,On what dwge did the first rsilwqy teup in the world occur?,43366654.0,"[{""edit_num"": 1, ""old"": ""trip"", ""new"": ""teup"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 7, ""char_indices"": [1, 2], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""date"", ""new"": ""dwge"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 2, ""char_indices"": [1, 2], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""railway"", ""new"": ""rsilwqy"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 6, ""char_indices"": [1, 5], ""operation_count"": 2}]",0.0,6,21 February,0.0,0.8,0.0,,0.7245680569994875,,19,13,6,1.0,0.19999999999999996,14.516649,3.8485575
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,571bb2269499d21900609caa,idf,What element makes up almost half of the earth's crust by mass?,"Oxygen is a chemical element with symbol O and atomic number 8. It is a member of the chalcogen group on the periodic table and is a highly reactive nonmetal and oxidizing agent that readily forms compounds (notably oxides) with most elements. By mass, oxygen is the third-most abundant element in the universe, after hydrogen and helium. At standard temperature and pressure, two atoms of the element bind to form dioxygen, a colorless and odorless diatomic gas with the formula O
2. Diatomic oxygen gas constitutes 20.8% of the Earth's atmosphere. However, monitoring of atmospheric oxygen levels show a global downward trend, because of fossil-fuel burning. Oxygen is the most abundant element by mass in the Earth's crust as part of oxide compounds such as silicon dioxide, making up almost half of the crust's mass.","[""Oxygen"", ""Oxygen"", ""Oxygen"", ""Oxygen"", ""Oxygen""]",13,clean,none,none,0,0,True,none,none,What element makes up almost half of the earth's crust by mass?,,[],,0,silicon,0.0,0.0,0.0,,0.9090955310002756,,14,14,0,0.0,0.0,-18.220743,9.766439
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,571bb2269499d21900609caa,idf,What element makes up almost half of the earth's crust by mass?,"Oxygen is a chemical element with symbol O and atomic number 8. It is a member of the chalcogen group on the periodic table and is a highly reactive nonmetal and oxidizing agent that readily forms compounds (notably oxides) with most elements. By mass, oxygen is the third-most abundant element in the universe, after hydrogen and helium. At standard temperature and pressure, two atoms of the element bind to form dioxygen, a colorless and odorless diatomic gas with the formula O
2. Diatomic oxygen gas constitutes 20.8% of the Earth's atmosphere. However, monitoring of atmospheric oxygen levels show a global downward trend, because of fossil-fuel burning. Oxygen is the most abundant element by mass in the Earth's crust as part of oxide compounds such as silicon dioxide, making up almost half of the crust's mass.","[""Oxygen"", ""Oxygen"", ""Oxygen"", ""Oxygen"", ""Oxygen""]",13,corrupted,keyboard,any,1,1,True,hard,none,What element makes up almost half of the esrgh's crust by mass?,43436703.0,"[{""edit_num"": 1, ""old"": ""earth"", ""new"": ""esrgh"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [1, 3], ""operation_count"": 2}]",0.0,2,oxygen,1.0,1.0,1.0,,0.8894714079997357,,16,14,2,0.0,-1.0,-8.312187,9.594817
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,571bb2269499d21900609caa,idf,What element makes up almost half of the earth's crust by mass?,"Oxygen is a chemical element with symbol O and atomic number 8. It is a member of the chalcogen group on the periodic table and is a highly reactive nonmetal and oxidizing agent that readily forms compounds (notably oxides) with most elements. By mass, oxygen is the third-most abundant element in the universe, after hydrogen and helium. At standard temperature and pressure, two atoms of the element bind to form dioxygen, a colorless and odorless diatomic gas with the formula O
2. Diatomic oxygen gas constitutes 20.8% of the Earth's atmosphere. However, monitoring of atmospheric oxygen levels show a global downward trend, because of fossil-fuel burning. Oxygen is the most abundant element by mass in the Earth's crust as part of oxide compounds such as silicon dioxide, making up almost half of the crust's mass.","[""Oxygen"", ""Oxygen"", ""Oxygen"", ""Oxygen"", ""Oxygen""]",13,corrupted,keyboard,any,2,2,True,hard,none,What element makes up almpsf half of the esrgh's crust by mass?,43436703.0,"[{""edit_num"": 1, ""old"": ""earth"", ""new"": ""esrgh"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [1, 3], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""almost"", ""new"": ""almpsf"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [3, 5], ""operation_count"": 2}]",0.0,4,oxygen,1.0,1.0,1.0,,0.8502471870015142,,18,14,4,0.0,-1.0,4.763293,10.192345
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,571bb2269499d21900609caa,idf,What element makes up almost half of the earth's crust by mass?,"Oxygen is a chemical element with symbol O and atomic number 8. It is a member of the chalcogen group on the periodic table and is a highly reactive nonmetal and oxidizing agent that readily forms compounds (notably oxides) with most elements. By mass, oxygen is the third-most abundant element in the universe, after hydrogen and helium. At standard temperature and pressure, two atoms of the element bind to form dioxygen, a colorless and odorless diatomic gas with the formula O
2. Diatomic oxygen gas constitutes 20.8% of the Earth's atmosphere. However, monitoring of atmospheric oxygen levels show a global downward trend, because of fossil-fuel burning. Oxygen is the most abundant element by mass in the Earth's crust as part of oxide compounds such as silicon dioxide, making up almost half of the crust's mass.","[""Oxygen"", ""Oxygen"", ""Oxygen"", ""Oxygen"", ""Oxygen""]",13,corrupted,keyboard,any,3,3,True,hard,none,What element makes up almpsf uzlf of the esrgh's crust by mass?,43436703.0,"[{""edit_num"": 1, ""old"": ""earth"", ""new"": ""esrgh"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [1, 3], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""almost"", ""new"": ""almpsf"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [3, 5], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""half"", ""new"": ""uzlf"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [0, 1], ""operation_count"": 2}]",0.0,6,oxygen,1.0,1.0,1.0,,0.9120115069999885,,19,14,5,0.0,-1.0,11.122811,10.10955
meta-llama/Llama-3.2-3B-Instruct,,hf,squad,571cde695efbb31900334e18,idf,Which organic compounds contain the greatest amount of oxygen by mass?,"The element is found in almost all biomolecules that are important to (or generated by) life. Only a few common complex biomolecules, such as squalene and the carotenes, contain no oxygen. Of the organic compounds with biological relevance, carbohydrates contain the largest proportion by mass of oxygen. All fats, fatty acids, amino acids, and proteins contain oxygen (due to the presence of carbonyl groups in these acids and their ester residues). Oxygen also occurs in phosphate (PO3−
4) groups in the biologically important energy-carrying molecules ATP and ADP, in the backbone and the purines (except adenine) and pyrimidines of RNA and DNA, and in bones as calcium phosphate and hydroxylapatite.","[""carbohydrates"", ""carbohydrates"", ""carbohydrates"", ""carbohydrates"", ""carbohydrates""]",11,clean,none,none,0,0,True,none,none,Which organic compounds contain the greatest amount of oxygen by mass?,,[],,0,carbohydrates,1.0,1.0,1.0,,0.7711338609988161,,12,12,0,1.0,0.0,-19.061646,12.380107
