model,model_revision,backend,task,example_id,keyword_strategy,clean_question,context,reference,question_word_count,condition,typo_type,location,severity,actual_severity,severity_achieved,typo_difficulty,mitigation,input_question,corruption_seed,edits,corruption_replicate,actual_char_operations,prediction,em,f1,semantic_correct,accuracy,latency_seconds,error,token_count,clean_token_count,token_increase,clean_example_score,example_drop,x,y
Qwen/Qwen3-4B,,hf,squad,56f7f2e0aef2371900625cb0,idf,When did Martin Luther receive his Doctor of Theology?,"On 19 October 1512, he was awarded his Doctor of Theology and, on 21 October 1512, was received into the senate of the theological faculty of the University of Wittenberg, having been called to the position of Doctor in Bible. He spent the rest of his career in this position at the University of Wittenberg.","[""19 October 1512"", ""19 October 1512"", ""1512""]",9,corrupted,keyboard,any,3,3,True,hard,none,When did Martin Ljthed recrivd his Dpctir of Theology?,42916339.0,"[{""edit_num"": 1, ""old"": ""receive"", ""new"": ""recrivd"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [3, 6], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""Luther"", ""new"": ""Ljthed"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [1, 5], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""Doctor"", ""new"": ""Dpctir"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 6, ""char_indices"": [1, 4], ""operation_count"": 2}]",0.0,6,19 October 1512,1.0,1.0,1.0,,1.2511892060001628,,18,11,7,1.0,0.0,-12.2090845,21.806149
Qwen/Qwen3-4B,,hf,squad,56f7fde8a6d7ea1400e17367,idf,When was Johann Tetzel sent by the Roman Catholic Church to Germany to sell indulgences?,"In 1516, Johann Tetzel, a Dominican friar and papal commissioner for indulgences, was sent to Germany by the Roman Catholic Church to sell indulgences to raise money to rebuild St. Peter's Basilica in Rome. Roman Catholic theology stated that faith alone, whether fiduciary or dogmatic, cannot justify man; justification rather depends only on such faith as is active in charity and good works (fides caritate formata). The benefits of good works could be obtained by donating money to the church.","[""1516"", ""1516"", ""1516""]",15,clean,none,none,0,0,True,none,none,When was Johann Tetzel sent by the Roman Catholic Church to Germany to sell indulgences?,,[],,0,1516,1.0,1.0,1.0,,0.8883358490002138,,19,19,0,1.0,0.0,36.930065,-2.1234326
Qwen/Qwen3-4B,,hf,squad,56f7fde8a6d7ea1400e17367,idf,When was Johann Tetzel sent by the Roman Catholic Church to Germany to sell indulgences?,"In 1516, Johann Tetzel, a Dominican friar and papal commissioner for indulgences, was sent to Germany by the Roman Catholic Church to sell indulgences to raise money to rebuild St. Peter's Basilica in Rome. Roman Catholic theology stated that faith alone, whether fiduciary or dogmatic, cannot justify man; justification rather depends only on such faith as is active in charity and good works (fides caritate formata). The benefits of good works could be obtained by donating money to the church.","[""1516"", ""1516"", ""1516""]",15,corrupted,keyboard,any,1,1,True,hard,none,Syen was Johann Tetzel sent by the Roman Catholic Church to Germany to sell indulgences?,43867004.0,"[{""edit_num"": 1, ""old"": ""When"", ""new"": ""Syen"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 0, ""char_indices"": [0, 1], ""operation_count"": 2}]",0.0,2,No.,0.0,0.0,0.0,,0.7703071639998598,,20,19,1,1.0,1.0,21.726225,0.94943905
Qwen/Qwen3-4B,,hf,squad,56f7fde8a6d7ea1400e17367,idf,When was Johann Tetzel sent by the Roman Catholic Church to Germany to sell indulgences?,"In 1516, Johann Tetzel, a Dominican friar and papal commissioner for indulgences, was sent to Germany by the Roman Catholic Church to sell indulgences to raise money to rebuild St. Peter's Basilica in Rome. Roman Catholic theology stated that faith alone, whether fiduciary or dogmatic, cannot justify man; justification rather depends only on such faith as is active in charity and good works (fides caritate formata). The benefits of good works could be obtained by donating money to the church.","[""1516"", ""1516"", ""1516""]",15,corrupted,keyboard,any,2,2,True,hard,none,Syen was Johann Tetzel sent by the Roman Cafhllic Church to Germany to sell indulgences?,43867004.0,"[{""edit_num"": 1, ""old"": ""When"", ""new"": ""Syen"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 0, ""char_indices"": [0, 1], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""Catholic"", ""new"": ""Cafhllic"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [2, 4], ""operation_count"": 2}]",0.0,4,No.,0.0,0.0,0.0,,0.9309476990001712,,22,19,3,1.0,1.0,12.488629,5.3065763
Qwen/Qwen3-4B,,hf,squad,56f7fde8a6d7ea1400e17367,idf,When was Johann Tetzel sent by the Roman Catholic Church to Germany to sell indulgences?,"In 1516, Johann Tetzel, a Dominican friar and papal commissioner for indulgences, was sent to Germany by the Roman Catholic Church to sell indulgences to raise money to rebuild St. Peter's Basilica in Rome. Roman Catholic theology stated that faith alone, whether fiduciary or dogmatic, cannot justify man; justification rather depends only on such faith as is active in charity and good works (fides caritate formata). The benefits of good works could be obtained by donating money to the church.","[""1516"", ""1516"", ""1516""]",15,corrupted,keyboard,any,3,3,True,hard,none,Syen was Johann Tefsel sent by the Roman Cafhllic Church to Germany to sell indulgences?,43867004.0,"[{""edit_num"": 1, ""old"": ""When"", ""new"": ""Syen"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 0, ""char_indices"": [0, 1], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""Catholic"", ""new"": ""Cafhllic"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [2, 4], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""Tetzel"", ""new"": ""Tefsel"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [2, 3], ""operation_count"": 2}]",0.0,6,No,0.0,0.0,0.0,,0.8692062150003039,,23,19,4,1.0,1.0,6.347824,7.2224874
Qwen/Qwen3-4B,,hf,squad,5705eb3375f01819005e7767,idf,"Other than the motion picture and television industry, what other major industry is centered in Los Angeles?","The motion picture, television, and music industry is centered on the Los Angeles in southern California. Hollywood, a district within Los Angeles, is also a name associated with the motion picture industry. Headquartered in southern California are The Walt Disney Company (which also owns ABC), Sony Pictures, Universal, MGM, Paramount Pictures, 20th Century Fox, and Warner Brothers. Universal, Warner Brothers, and Sony also run major record companies as well.","[""music"", ""major record companies""]",17,clean,none,none,0,0,True,none,none,"Other than the motion picture and television industry, what other major industry is centered in Los Angeles?",,[],,0,Music industry.,0.0,0.6666666666666666,1.0,,0.8007418429997415,,19,19,0,0.6666666666666666,0.0,42.16156,-23.293444
Qwen/Qwen3-4B,,hf,squad,5705eb3375f01819005e7767,idf,"Other than the motion picture and television industry, what other major industry is centered in Los Angeles?","The motion picture, television, and music industry is centered on the Los Angeles in southern California. Hollywood, a district within Los Angeles, is also a name associated with the motion picture industry. Headquartered in southern California are The Walt Disney Company (which also owns ABC), Sony Pictures, Universal, MGM, Paramount Pictures, 20th Century Fox, and Warner Brothers. Universal, Warner Brothers, and Sony also run major record companies as well.","[""music"", ""major record companies""]",17,corrupted,keyboard,any,1,1,True,hard,none,"Other than the motion picture and gelevisipn industry, what other major industry is centered in Los Angeles?",43927046.0,"[{""edit_num"": 1, ""old"": ""television"", ""new"": ""gelevisipn"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 6, ""char_indices"": [0, 8], ""operation_count"": 2}]",0.0,2,Music industry.,0.0,0.6666666666666666,1.0,,0.8042635459996745,,22,19,3,0.6666666666666666,0.0,18.00845,-11.430314
Qwen/Qwen3-4B,,hf,squad,5705eb3375f01819005e7767,idf,"Other than the motion picture and television industry, what other major industry is centered in Los Angeles?","The motion picture, television, and music industry is centered on the Los Angeles in southern California. Hollywood, a district within Los Angeles, is also a name associated with the motion picture industry. Headquartered in southern California are The Walt Disney Company (which also owns ABC), Sony Pictures, Universal, MGM, Paramount Pictures, 20th Century Fox, and Warner Brothers. Universal, Warner Brothers, and Sony also run major record companies as well.","[""music"", ""major record companies""]",17,corrupted,keyboard,any,2,2,True,hard,none,"Other yhaj the motion picture and gelevisipn industry, what other major industry is centered in Los Angeles?",43927046.0,"[{""edit_num"": 1, ""old"": ""television"", ""new"": ""gelevisipn"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 6, ""char_indices"": [0, 8], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""than"", ""new"": ""yhaj"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 1, ""char_indices"": [0, 3], ""operation_count"": 2}]",0.0,4,Music industry.,0.0,0.6666666666666666,1.0,,0.9002460419997078,,24,19,5,0.6666666666666666,0.0,-8.861726,-3.0751064
Qwen/Qwen3-4B,,hf,squad,5705eb3375f01819005e7767,idf,"Other than the motion picture and television industry, what other major industry is centered in Los Angeles?","The motion picture, television, and music industry is centered on the Los Angeles in southern California. Hollywood, a district within Los Angeles, is also a name associated with the motion picture industry. Headquartered in southern California are The Walt Disney Company (which also owns ABC), Sony Pictures, Universal, MGM, Paramount Pictures, 20th Century Fox, and Warner Brothers. Universal, Warner Brothers, and Sony also run major record companies as well.","[""music"", ""major record companies""]",17,corrupted,keyboard,any,3,3,True,hard,none,"Other yhaj the motion picture and gelevisipn industry, wyst other major industry is centered in Los Angeles?",43927046.0,"[{""edit_num"": 1, ""old"": ""television"", ""new"": ""gelevisipn"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 6, ""char_indices"": [0, 8], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""than"", ""new"": ""yhaj"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 1, ""char_indices"": [0, 3], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""what"", ""new"": ""wyst"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [1, 2], ""operation_count"": 2}]",0.0,6,Music industry.,0.0,0.6666666666666666,1.0,,0.8046299240004373,,24,19,5,0.6666666666666666,0.0,-14.546317,0.9768102
Qwen/Qwen3-4B,,hf,squad,570603c475f01819005e7884,idf,What is the state average growth rate?,"As of the 2010 United States Census, southern California has a population of 22,680,010. Despite a reputation for high growth rates, southern California's rate grew less than the state average of 10.0% in the 2000s as California's growth became concentrated in the northern part of the state due to a stronger, tech-oriented economy in the Bay Area and an emerging Greater Sacramento region.","[""10.0%"", ""10.0%"", ""10.0%""]",7,clean,none,none,0,0,True,none,none,What is the state average growth rate?,,[],,0,10.0%,1.0,1.0,1.0,,0.8794311999999991,,8,8,0,1.0,0.0,33.193016,-27.76836
Qwen/Qwen3-4B,,hf,squad,570603c475f01819005e7884,idf,What is the state average growth rate?,"As of the 2010 United States Census, southern California has a population of 22,680,010. Despite a reputation for high growth rates, southern California's rate grew less than the state average of 10.0% in the 2000s as California's growth became concentrated in the northern part of the state due to a stronger, tech-oriented economy in the Bay Area and an emerging Greater Sacramento region.","[""10.0%"", ""10.0%"", ""10.0%""]",7,corrupted,keyboard,any,1,1,True,hard,none,Wgzt is the state average growth rate?,42486038.0,"[{""edit_num"": 1, ""old"": ""What"", ""new"": ""Wgzt"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 0, ""char_indices"": [1, 2], ""operation_count"": 2}]",0.0,2,10.0%,1.0,1.0,1.0,,0.9213373150005282,,10,8,2,1.0,0.0,-14.792738,-0.26845556
Qwen/Qwen3-4B,,hf,squad,570603c475f01819005e7884,idf,What is the state average growth rate?,"As of the 2010 United States Census, southern California has a population of 22,680,010. Despite a reputation for high growth rates, southern California's rate grew less than the state average of 10.0% in the 2000s as California's growth became concentrated in the northern part of the state due to a stronger, tech-oriented economy in the Bay Area and an emerging Greater Sacramento region.","[""10.0%"", ""10.0%"", ""10.0%""]",7,corrupted,keyboard,any,2,2,True,hard,none,Wgzt is the state average groayh rate?,42486038.0,"[{""edit_num"": 1, ""old"": ""What"", ""new"": ""Wgzt"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 0, ""char_indices"": [1, 2], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""growth"", ""new"": ""groayh"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [3, 4], ""operation_count"": 2}]",0.0,4,10.0%,1.0,1.0,1.0,,0.9877532959999372,,12,8,4,1.0,0.0,-23.661877,2.79367
Qwen/Qwen3-4B,,hf,squad,570603c475f01819005e7884,idf,What is the state average growth rate?,"As of the 2010 United States Census, southern California has a population of 22,680,010. Despite a reputation for high growth rates, southern California's rate grew less than the state average of 10.0% in the 2000s as California's growth became concentrated in the northern part of the state due to a stronger, tech-oriented economy in the Bay Area and an emerging Greater Sacramento region.","[""10.0%"", ""10.0%"", ""10.0%""]",7,corrupted,keyboard,any,3,3,True,hard,none,Wgzt is the state avwdage groayh rate?,42486038.0,"[{""edit_num"": 1, ""old"": ""What"", ""new"": ""Wgzt"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 0, ""char_indices"": [1, 2], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""growth"", ""new"": ""groayh"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [3, 4], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""average"", ""new"": ""avwdage"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [2, 3], ""operation_count"": 2}]",0.0,6,10.0%,1.0,1.0,1.0,,1.0115525410001285,,14,8,6,1.0,0.0,-33.50066,7.4661603
Qwen/Qwen3-4B,,hf,squad,57097051ed30961900e84135,idf,Who did BSkyB compete with initially?,"BSkyB's digital service was officially launched on 1 October 1998 under the name Sky Digital, although small-scale tests were carried out before then. At this time the use of the Sky Digital brand made an important distinction between the new service and Sky's analogue services. Key selling points were the improvement in picture and sound quality, increased number of channels and an interactive service branded Open.... now called Sky Active, BSkyB competed with the ONdigital (later ITV Digital) terrestrial offering and cable services. Within 30 days, over 100,000 digiboxes had been sold, which help bolstered BSkyB's decision to give away free digiboxes and minidishes from May 1999.","[""ONdigital"", ""ONdigital"", ""ONdigital""]",6,clean,none,none,0,0,True,none,none,Who did BSkyB compete with initially?,,[],,0,ONdigital (later ITV Digital) terrestrial offering and cable services.,0.0,0.1999999999999999,1.0,,1.5842366910001149,,9,9,0,0.1999999999999999,0.0,20.56424,3.642632
Qwen/Qwen3-4B,,hf,squad,57097051ed30961900e84135,idf,Who did BSkyB compete with initially?,"BSkyB's digital service was officially launched on 1 October 1998 under the name Sky Digital, although small-scale tests were carried out before then. At this time the use of the Sky Digital brand made an important distinction between the new service and Sky's analogue services. Key selling points were the improvement in picture and sound quality, increased number of channels and an interactive service branded Open.... now called Sky Active, BSkyB competed with the ONdigital (later ITV Digital) terrestrial offering and cable services. Within 30 days, over 100,000 digiboxes had been sold, which help bolstered BSkyB's decision to give away free digiboxes and minidishes from May 1999.","[""ONdigital"", ""ONdigital"", ""ONdigital""]",6,corrupted,keyboard,any,1,1,True,hard,none,Who did BSkyB compete with iniriakly?,43546780.0,"[{""edit_num"": 1, ""old"": ""initially"", ""new"": ""iniriakly"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [3, 6], ""operation_count"": 2}]",0.0,2,ONdigital (later ITV Digital) terrestrial offering and cable services.,0.0,0.1999999999999999,1.0,,1.5745560710001882,,12,9,3,0.1999999999999999,0.0,8.219675,6.6389465
Qwen/Qwen3-4B,,hf,squad,57097051ed30961900e84135,idf,Who did BSkyB compete with initially?,"BSkyB's digital service was officially launched on 1 October 1998 under the name Sky Digital, although small-scale tests were carried out before then. At this time the use of the Sky Digital brand made an important distinction between the new service and Sky's analogue services. Key selling points were the improvement in picture and sound quality, increased number of channels and an interactive service branded Open.... now called Sky Active, BSkyB competed with the ONdigital (later ITV Digital) terrestrial offering and cable services. Within 30 days, over 100,000 digiboxes had been sold, which help bolstered BSkyB's decision to give away free digiboxes and minidishes from May 1999.","[""ONdigital"", ""ONdigital"", ""ONdigital""]",6,corrupted,keyboard,any,2,2,True,hard,none,Who did HAkyB compete with iniriakly?,43546780.0,"[{""edit_num"": 1, ""old"": ""initially"", ""new"": ""iniriakly"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [3, 6], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""BSkyB"", ""new"": ""HAkyB"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 2, ""char_indices"": [0, 1], ""operation_count"": 2}]",0.0,4,ONdigital (later ITV Digital) terrestrial offering and cable services.,0.0,0.1999999999999999,1.0,,1.5756058880006094,,12,9,3,0.1999999999999999,0.0,2.6915271,9.606515
Qwen/Qwen3-4B,,hf,squad,57097051ed30961900e84135,idf,Who did BSkyB compete with initially?,"BSkyB's digital service was officially launched on 1 October 1998 under the name Sky Digital, although small-scale tests were carried out before then. At this time the use of the Sky Digital brand made an important distinction between the new service and Sky's analogue services. Key selling points were the improvement in picture and sound quality, increased number of channels and an interactive service branded Open.... now called Sky Active, BSkyB competed with the ONdigital (later ITV Digital) terrestrial offering and cable services. Within 30 days, over 100,000 digiboxes had been sold, which help bolstered BSkyB's decision to give away free digiboxes and minidishes from May 1999.","[""ONdigital"", ""ONdigital"", ""ONdigital""]",6,corrupted,keyboard,any,3,3,True,hard,none,Who did HAkyB compete wifj iniriakly?,43546780.0,"[{""edit_num"": 1, ""old"": ""initially"", ""new"": ""iniriakly"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 5, ""char_indices"": [3, 6], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""BSkyB"", ""new"": ""HAkyB"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 2, ""char_indices"": [0, 1], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""with"", ""new"": ""wifj"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [2, 3], ""operation_count"": 2}]",0.0,6,BSkyB competed with the ONdigital (later ITV Digital) terrestrial offering and cable services.,0.0,0.1538461538461538,1.0,,1.889592544000152,,14,9,5,0.1999999999999999,0.0461538461538461,-1.9653713,10.094503
Qwen/Qwen3-4B,,hf,squad,570d26efb3d812140066d493,idf,How often are elections held for the Victorian Parliament?,"In November 2006, the Victorian Legislative Council elections were held under a new multi-member proportional representation system. The State of Victoria was divided into eight electorates with each electorate represented by five representatives elected by Single Transferable Vote. The total number of upper house members was reduced from 44 to 40 and their term of office is now the same as the lower house members—four years. Elections for the Victorian Parliament are now fixed and occur in November every four years. Prior to the 2006 election, the Legislative Council consisted of 44 members elected to eight-year terms from 22 two-member electorates.","[""every four years"", ""every four years"", ""four years""]",9,clean,none,none,0,0,True,none,none,How often are elections held for the Victorian Parliament?,,[],,0,November every four years.,0.0,0.8571428571428571,1.0,,1.0247188020002795,,10,10,0,0.8571428571428571,0.0,33.485836,-5.017639
Qwen/Qwen3-4B,,hf,squad,570d26efb3d812140066d493,idf,How often are elections held for the Victorian Parliament?,"In November 2006, the Victorian Legislative Council elections were held under a new multi-member proportional representation system. The State of Victoria was divided into eight electorates with each electorate represented by five representatives elected by Single Transferable Vote. The total number of upper house members was reduced from 44 to 40 and their term of office is now the same as the lower house members—four years. Elections for the Victorian Parliament are now fixed and occur in November every four years. Prior to the 2006 election, the Legislative Council consisted of 44 members elected to eight-year terms from 22 two-member electorates.","[""every four years"", ""every four years"", ""four years""]",9,corrupted,keyboard,any,1,1,True,hard,none,How often are elections grld for the Victorian Parliament?,42205842.0,"[{""edit_num"": 1, ""old"": ""held"", ""new"": ""grld"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [0, 1], ""operation_count"": 2}]",0.0,2,November every four years.,0.0,0.8571428571428571,1.0,,1.1007916160006062,,11,10,1,0.8571428571428571,0.0,12.630361,4.1948237
Qwen/Qwen3-4B,,hf,squad,570d26efb3d812140066d493,idf,How often are elections held for the Victorian Parliament?,"In November 2006, the Victorian Legislative Council elections were held under a new multi-member proportional representation system. The State of Victoria was divided into eight electorates with each electorate represented by five representatives elected by Single Transferable Vote. The total number of upper house members was reduced from 44 to 40 and their term of office is now the same as the lower house members—four years. Elections for the Victorian Parliament are now fixed and occur in November every four years. Prior to the 2006 election, the Legislative Council consisted of 44 members elected to eight-year terms from 22 two-member electorates.","[""every four years"", ""every four years"", ""four years""]",9,corrupted,keyboard,any,2,2,True,hard,none,How often are elections grld for the Victorian Pwrlizment?,42205842.0,"[{""edit_num"": 1, ""old"": ""held"", ""new"": ""grld"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [0, 1], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""Parliament"", ""new"": ""Pwrlizment"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [1, 5], ""operation_count"": 2}]",0.0,4,November every four years.,0.0,0.8571428571428571,1.0,,1.091984630999832,,15,10,5,0.8571428571428571,0.0,-10.009678,14.687371
Qwen/Qwen3-4B,,hf,squad,570d26efb3d812140066d493,idf,How often are elections held for the Victorian Parliament?,"In November 2006, the Victorian Legislative Council elections were held under a new multi-member proportional representation system. The State of Victoria was divided into eight electorates with each electorate represented by five representatives elected by Single Transferable Vote. The total number of upper house members was reduced from 44 to 40 and their term of office is now the same as the lower house members—four years. Elections for the Victorian Parliament are now fixed and occur in November every four years. Prior to the 2006 election, the Legislative Council consisted of 44 members elected to eight-year terms from 22 two-member electorates.","[""every four years"", ""every four years"", ""four years""]",9,corrupted,keyboard,any,3,3,True,hard,none,How often are wlectiojs grld for the Victorian Pwrlizment?,42205842.0,"[{""edit_num"": 1, ""old"": ""held"", ""new"": ""grld"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 4, ""char_indices"": [0, 1], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""Parliament"", ""new"": ""Pwrlizment"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 8, ""char_indices"": [1, 5], ""operation_count"": 2}, {""edit_num"": 3, ""old"": ""elections"", ""new"": ""wlectiojs"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 3, ""char_indices"": [0, 7], ""operation_count"": 2}]",0.0,6,November every four years.,0.0,0.8571428571428571,1.0,,1.1196763230000215,,18,10,8,0.8571428571428571,0.0,-28.258026,20.929451
Qwen/Qwen3-4B,,hf,squad,571127a5a58dae1900cd6cc5,idf,On what date did the first railway trip in the world occur?,"The first full-scale working railway steam locomotive was built by Richard Trevithick in the United Kingdom and, on 21 February 1804, the world's first railway journey took place as Trevithick's unnamed steam locomotive hauled a train along the tramway from the Pen-y-darren ironworks, near Merthyr Tydfil to Abercynon in south Wales. The design incorporated a number of important innovations that included using high-pressure steam which reduced the weight of the engine and increased its efficiency. Trevithick visited the Newcastle area later in 1804 and the colliery railways in north-east England became the leading centre for experimentation and development of steam locomotives.","[""21 February 1804"", ""21 February 1804"", ""21 February 1804""]",12,clean,none,none,0,0,True,none,none,On what date did the first railway trip in the world occur?,,[],,0,21 February 1804,1.0,1.0,1.0,,1.280280316000244,,13,13,0,1.0,0.0,36.976612,-14.700608
Qwen/Qwen3-4B,,hf,squad,571127a5a58dae1900cd6cc5,idf,On what date did the first railway trip in the world occur?,"The first full-scale working railway steam locomotive was built by Richard Trevithick in the United Kingdom and, on 21 February 1804, the world's first railway journey took place as Trevithick's unnamed steam locomotive hauled a train along the tramway from the Pen-y-darren ironworks, near Merthyr Tydfil to Abercynon in south Wales. The design incorporated a number of important innovations that included using high-pressure steam which reduced the weight of the engine and increased its efficiency. Trevithick visited the Newcastle area later in 1804 and the colliery railways in north-east England became the leading centre for experimentation and development of steam locomotives.","[""21 February 1804"", ""21 February 1804"", ""21 February 1804""]",12,corrupted,keyboard,any,1,1,True,hard,none,On what date did the first railway teup in the world occur?,43366654.0,"[{""edit_num"": 1, ""old"": ""trip"", ""new"": ""teup"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 7, ""char_indices"": [1, 2], ""operation_count"": 2}]",0.0,2,21 February 1804,1.0,1.0,1.0,,1.26204157400025,,14,13,1,1.0,0.0,19.488441,-6.551944
Qwen/Qwen3-4B,,hf,squad,571127a5a58dae1900cd6cc5,idf,On what date did the first railway trip in the world occur?,"The first full-scale working railway steam locomotive was built by Richard Trevithick in the United Kingdom and, on 21 February 1804, the world's first railway journey took place as Trevithick's unnamed steam locomotive hauled a train along the tramway from the Pen-y-darren ironworks, near Merthyr Tydfil to Abercynon in south Wales. The design incorporated a number of important innovations that included using high-pressure steam which reduced the weight of the engine and increased its efficiency. Trevithick visited the Newcastle area later in 1804 and the colliery railways in north-east England became the leading centre for experimentation and development of steam locomotives.","[""21 February 1804"", ""21 February 1804"", ""21 February 1804""]",12,corrupted,keyboard,any,2,2,True,hard,none,On what dwge did the first railway teup in the world occur?,43366654.0,"[{""edit_num"": 1, ""old"": ""trip"", ""new"": ""teup"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 7, ""char_indices"": [1, 2], ""operation_count"": 2}, {""edit_num"": 2, ""old"": ""date"", ""new"": ""dwge"", ""location"": ""any"", ""typo_type"": ""keyboard"", ""difficulty"": ""hard"", ""word_index"": 2, ""char_indices"": [1, 2], ""operation_count"": 2}]",0.0,4,21 February 1804,1.0,1.0,1.0,,1.2841265090000888,,15,13,2,1.0,0.0,-3.9179912,2.999267
